,Number of combinations,Conditions,Loan,No Loan,Conversion Ratio
23097,3.0,(df['CCAvg'] >= 0.0) & (df['Income'] >= 116.0) & (df['Mortgage'] >= 159.0),114.0,111.0,50.66666666666667
23098,3.0,(df['CCAvg'] >= 0.0) & (df['Income'] >= 116.0) & (df['Mortgage'] >= 318.0),58.0,64.0,47.540983606557376
23099,3.0,(df['CCAvg'] >= 0.0) & (df['Income'] >= 116.0) & (df['Mortgage'] >= 476.0),19.0,12.0,61.29032258064516
23100,3.0,(df['CCAvg'] >= 0.0) & (df['Income'] >= 170.0) & (df['Mortgage'] >= -2.0),139.0,122.0,53.25670498084292
23101,3.0,(df['CCAvg'] >= 0.0) & (df['Income'] >= 170.0) & (df['Mortgage'] >= 159.0),50.0,31.0,61.72839506172839
23102,3.0,(df['CCAvg'] >= 0.0) & (df['Income'] >= 170.0) & (df['Mortgage'] >= 318.0),31.0,19.0,62.0
23103,3.0,(df['CCAvg'] >= 0.0) & (df['Income'] >= 170.0) & (df['Mortgage'] >= 476.0),16.0,6.0,72.72727272727273
23104,3.0,(df['CCAvg'] >= 1.0) & (df['Income'] >= 7.0) & (df['Mortgage'] >= -2.0),433.0,2884.0,13.05396442568586
23105,3.0,(df['CCAvg'] >= 1.0) & (df['Income'] >= 7.0) & (df['Mortgage'] >= 159.0),115.0,438.0,20.795660036166367
23106,3.0,(df['CCAvg'] >= 1.0) & (df['Income'] >= 7.0) & (df['Mortgage'] >= 318.0),56.0,84.0,40.0
23107,3.0,(df['CCAvg'] >= 1.0) & (df['Income'] >= 7.0) & (df['Mortgage'] >= 476.0),18.0,10.0,64.28571428571429
23108,3.0,(df['CCAvg'] >= 1.0) & (df['Income'] >= 62.0) & (df['Mortgage'] >= -2.0),432.0,1648.0,20.76923076923077
23109,3.0,(df['CCAvg'] >= 1.0) & (df['Income'] >= 62.0) & (df['Mortgage'] >= 159.0),115.0,312.0,26.93208430913349
23110,3.0,(df['CCAvg'] >= 1.0) & (df['Income'] >= 62.0) & (df['Mortgage'] >= 318.0),56.0,84.0,40.0
23111,3.0,(df['CCAvg'] >= 1.0) & (df['Income'] >= 62.0) & (df['Mortgage'] >= 476.0),18.0,10.0,64.28571428571429
23112,3.0,(df['CCAvg'] >= 1.0) & (df['Income'] >= 116.0) & (df['Mortgage'] >= -2.0),340.0,464.0,42.28855721393035
23113,3.0,(df['CCAvg'] >= 1.0) & (df['Income'] >= 116.0) & (df['Mortgage'] >= 159.0),100.0,96.0,51.02040816326531
23114,3.0,(df['CCAvg'] >= 1.0) & (df['Income'] >= 116.0) & (df['Mortgage'] >= 318.0),53.0,52.0,50.476190476190474
23115,3.0,(df['CCAvg'] >= 1.0) & (df['Income'] >= 116.0) & (df['Mortgage'] >= 476.0),18.0,10.0,64.28571428571429
23116,3.0,(df['CCAvg'] >= 1.0) & (df['Income'] >= 170.0) & (df['Mortgage'] >= -2.0),126.0,116.0,52.066115702479344
23117,3.0,(df['CCAvg'] >= 1.0) & (df['Income'] >= 170.0) & (df['Mortgage'] >= 159.0),44.0,29.0,60.273972602739725
23118,3.0,(df['CCAvg'] >= 1.0) & (df['Income'] >= 170.0) & (df['Mortgage'] >= 318.0),30.0,17.0,63.829787234042556
23119,3.0,(df['CCAvg'] >= 1.0) & (df['Income'] >= 170.0) & (df['Mortgage'] >= 476.0),15.0,6.0,71.42857142857143
23120,3.0,(df['CCAvg'] >= 2.0) & (df['Income'] >= 7.0) & (df['Mortgage'] >= -2.0),388.0,1553.0,19.989696032972695
23121,3.0,(df['CCAvg'] >= 2.0) & (df['Income'] >= 7.0) & (df['Mortgage'] >= 159.0),98.0,272.0,26.486486486486488
23122,3.0,(df['CCAvg'] >= 2.0) & (df['Income'] >= 7.0) & (df['Mortgage'] >= 318.0),50.0,66.0,43.103448275862064
23123,3.0,(df['CCAvg'] >= 2.0) & (df['Income'] >= 7.0) & (df['Mortgage'] >= 476.0),17.0,8.0,68.0
23124,3.0,(df['CCAvg'] >= 2.0) & (df['Income'] >= 62.0) & (df['Mortgage'] >= -2.0),387.0,1138.0,25.37704918032787
23125,3.0,(df['CCAvg'] >= 2.0) & (df['Income'] >= 62.0) & (df['Mortgage'] >= 159.0),98.0,218.0,31.0126582278481
23126,3.0,(df['CCAvg'] >= 2.0) & (df['Income'] >= 62.0) & (df['Mortgage'] >= 318.0),50.0,66.0,43.103448275862064
23127,3.0,(df['CCAvg'] >= 2.0) & (df['Income'] >= 62.0) & (df['Mortgage'] >= 476.0),17.0,8.0,68.0
23128,3.0,(df['CCAvg'] >= 2.0) & (df['Income'] >= 116.0) & (df['Mortgage'] >= -2.0),302.0,408.0,42.53521126760563
23129,3.0,(df['CCAvg'] >= 2.0) & (df['Income'] >= 116.0) & (df['Mortgage'] >= 159.0),84.0,84.0,50.0
23130,3.0,(df['CCAvg'] >= 2.0) & (df['Income'] >= 116.0) & (df['Mortgage'] >= 318.0),47.0,43.0,52.22222222222223
23131,3.0,(df['CCAvg'] >= 2.0) & (df['Income'] >= 116.0) & (df['Mortgage'] >= 476.0),17.0,8.0,68.0
23132,3.0,(df['CCAvg'] >= 2.0) & (df['Income'] >= 170.0) & (df['Mortgage'] >= -2.0),113.0,96.0,54.066985645933016
23133,3.0,(df['CCAvg'] >= 2.0) & (df['Income'] >= 170.0) & (df['Mortgage'] >= 159.0),37.0,23.0,61.66666666666667
23134,3.0,(df['CCAvg'] >= 2.0) & (df['Income'] >= 170.0) & (df['Mortgage'] >= 318.0),28.0,12.0,70.0
23135,3.0,(df['CCAvg'] >= 2.0) & (df['Income'] >= 170.0) & (df['Mortgage'] >= 476.0),14.0,4.0,77.77777777777779
23136,3.0,(df['CCAvg'] >= 3.0) & (df['Income'] >= 7.0) & (df['Mortgage'] >= -2.0),332.0,570.0,36.80709534368071
23137,3.0,(df['CCAvg'] >= 3.0) & (df['Income'] >= 7.0) & (df['Mortgage'] >= 159.0),87.0,112.0,43.71859296482412
23138,3.0,(df['CCAvg'] >= 3.0) & (df['Income'] >= 7.0) & (df['Mortgage'] >= 318.0),44.0,37.0,54.32098765432099
23139,3.0,(df['CCAvg'] >= 3.0) & (df['Income'] >= 7.0) & (df['Mortgage'] >= 476.0),15.0,8.0,65.21739130434783
23140,3.0,(df['CCAvg'] >= 3.0) & (df['Income'] >= 62.0) & (df['Mortgage'] >= -2.0),331.0,554.0,37.40112994350282
23141,3.0,(df['CCAvg'] >= 3.0) & (df['Income'] >= 62.0) & (df['Mortgage'] >= 159.0),87.0,111.0,43.93939393939394
23142,3.0,(df['CCAvg'] >= 3.0) & (df['Income'] >= 62.0) & (df['Mortgage'] >= 318.0),44.0,37.0,54.32098765432099
23143,3.0,(df['CCAvg'] >= 3.0) & (df['Income'] >= 62.0) & (df['Mortgage'] >= 476.0),15.0,8.0,65.21739130434783
23144,3.0,(df['CCAvg'] >= 3.0) & (df['Income'] >= 116.0) & (df['Mortgage'] >= -2.0),252.0,332.0,43.15068493150685
23145,3.0,(df['CCAvg'] >= 3.0) & (df['Income'] >= 116.0) & (df['Mortgage'] >= 159.0),73.0,68.0,51.77304964539007
23146,3.0,(df['CCAvg'] >= 3.0) & (df['Income'] >= 116.0) & (df['Mortgage'] >= 318.0),41.0,32.0,56.16438356164384
23147,3.0,(df['CCAvg'] >= 3.0) & (df['Income'] >= 116.0) & (df['Mortgage'] >= 476.0),15.0,8.0,65.21739130434783
23148,3.0,(df['CCAvg'] >= 3.0) & (df['Income'] >= 170.0) & (df['Mortgage'] >= -2.0),93.0,83.0,52.84090909090909
23149,3.0,(df['CCAvg'] >= 3.0) & (df['Income'] >= 170.0) & (df['Mortgage'] >= 159.0),32.0,20.0,61.53846153846154
23150,3.0,(df['CCAvg'] >= 3.0) & (df['Income'] >= 170.0) & (df['Mortgage'] >= 318.0),24.0,11.0,68.57142857142857
23151,3.0,(df['CCAvg'] >= 3.0) & (df['Income'] >= 170.0) & (df['Mortgage'] >= 476.0),12.0,4.0,75.0
23152,3.0,(df['CCAvg'] >= 4.0) & (df['Income'] >= 7.0) & (df['Mortgage'] >= -2.0),228.0,355.0,39.108061749571185
23153,3.0,(df['CCAvg'] >= 4.0) & (df['Income'] >= 7.0) & (df['Mortgage'] >= 159.0),61.0,72.0,45.86466165413533
23154,3.0,(df['CCAvg'] >= 4.0) & (df['Income'] >= 7.0) & (df['Mortgage'] >= 318.0),33.0,24.0,57.89473684210527
23155,3.0,(df['CCAvg'] >= 4.0) & (df['Income'] >= 7.0) & (df['Mortgage'] >= 476.0),11.0,7.0,61.111111111111114
23156,3.0,(df['CCAvg'] >= 4.0) & (df['Income'] >= 62.0) & (df['Mortgage'] >= -2.0),228.0,354.0,39.175257731958766
23157,3.0,(df['CCAvg'] >= 4.0) & (df['Income'] >= 62.0) & (df['Mortgage'] >= 159.0),61.0,71.0,46.21212121212121
23158,3.0,(df['CCAvg'] >= 4.0) & (df['Income'] >= 62.0) & (df['Mortgage'] >= 318.0),33.0,24.0,57.89473684210527
23159,3.0,(df['CCAvg'] >= 4.0) & (df['Income'] >= 62.0) & (df['Mortgage'] >= 476.0),11.0,7.0,61.111111111111114
23160,3.0,(df['CCAvg'] >= 4.0) & (df['Income'] >= 116.0) & (df['Mortgage'] >= -2.0),202.0,253.0,44.395604395604394
23161,3.0,(df['CCAvg'] >= 4.0) & (df['Income'] >= 116.0) & (df['Mortgage'] >= 159.0),56.0,50.0,52.83018867924528
23162,3.0,(df['CCAvg'] >= 4.0) & (df['Income'] >= 116.0) & (df['Mortgage'] >= 318.0),32.0,20.0,61.53846153846154
23163,3.0,(df['CCAvg'] >= 4.0) & (df['Income'] >= 116.0) & (df['Mortgage'] >= 476.0),11.0,7.0,61.111111111111114
23164,3.0,(df['CCAvg'] >= 4.0) & (df['Income'] >= 170.0) & (df['Mortgage'] >= -2.0),73.0,74.0,49.65986394557823
23165,3.0,(df['CCAvg'] >= 4.0) & (df['Income'] >= 170.0) & (df['Mortgage'] >= 159.0),24.0,16.0,60.0
23166,3.0,(df['CCAvg'] >= 4.0) & (df['Income'] >= 170.0) & (df['Mortgage'] >= 318.0),19.0,8.0,70.37037037037037
23167,3.0,(df['CCAvg'] >= 4.0) & (df['Income'] >= 170.0) & (df['Mortgage'] >= 476.0),9.0,4.0,69.23076923076923
23168,3.0,(df['CCAvg'] >= 5.0) & (df['Income'] >= 7.0) & (df['Mortgage'] >= -2.0),147.0,217.0,40.38461538461539
23169,3.0,(df['CCAvg'] >= 5.0) & (df['Income'] >= 7.0) & (df['Mortgage'] >= 159.0),42.0,37.0,53.16455696202531
23170,3.0,(df['CCAvg'] >= 5.0) & (df['Income'] >= 7.0) & (df['Mortgage'] >= 318.0),24.0,16.0,60.0
23171,3.0,(df['CCAvg'] >= 5.0) & (df['Income'] >= 7.0) & (df['Mortgage'] >= 476.0),8.0,5.0,61.53846153846154
23172,3.0,(df['CCAvg'] >= 5.0) & (df['Income'] >= 62.0) & (df['Mortgage'] >= -2.0),147.0,217.0,40.38461538461539
23173,3.0,(df['CCAvg'] >= 5.0) & (df['Income'] >= 62.0) & (df['Mortgage'] >= 159.0),42.0,37.0,53.16455696202531
23174,3.0,(df['CCAvg'] >= 5.0) & (df['Income'] >= 62.0) & (df['Mortgage'] >= 318.0),24.0,16.0,60.0
23175,3.0,(df['CCAvg'] >= 5.0) & (df['Income'] >= 62.0) & (df['Mortgage'] >= 476.0),8.0,5.0,61.53846153846154
23176,3.0,(df['CCAvg'] >= 5.0) & (df['Income'] >= 116.0) & (df['Mortgage'] >= -2.0),141.0,195.0,41.964285714285715
23177,3.0,(df['CCAvg'] >= 5.0) & (df['Income'] >= 116.0) & (df['Mortgage'] >= 159.0),41.0,33.0,55.4054054054054
23178,3.0,(df['CCAvg'] >= 5.0) & (df['Income'] >= 116.0) & (df['Mortgage'] >= 318.0),24.0,14.0,63.1578947368421
23179,3.0,(df['CCAvg'] >= 5.0) & (df['Income'] >= 116.0) & (df['Mortgage'] >= 476.0),8.0,5.0,61.53846153846154
23180,3.0,(df['CCAvg'] >= 5.0) & (df['Income'] >= 170.0) & (df['Mortgage'] >= -2.0),51.0,57.0,47.22222222222222
23181,3.0,(df['CCAvg'] >= 5.0) & (df['Income'] >= 170.0) & (df['Mortgage'] >= 159.0),16.0,10.0,61.53846153846154
23182,3.0,(df['CCAvg'] >= 5.0) & (df['Income'] >= 170.0) & (df['Mortgage'] >= 318.0),13.0,5.0,72.22222222222221
23183,3.0,(df['CCAvg'] >= 5.0) & (df['Income'] >= 170.0) & (df['Mortgage'] >= 476.0),6.0,3.0,66.66666666666666
23184,3.0,(df['CCAvg'] >= 6.0) & (df['Income'] >= 7.0) & (df['Mortgage'] >= -2.0),84.0,183.0,31.46067415730337
23185,3.0,(df['CCAvg'] >= 6.0) & (df['Income'] >= 7.0) & (df['Mortgage'] >= 159.0),24.0,34.0,41.37931034482759
23186,3.0,(df['CCAvg'] >= 6.0) & (df['Income'] >= 7.0) & (df['Mortgage'] >= 318.0),18.0,16.0,52.94117647058824
23187,3.0,(df['CCAvg'] >= 6.0) & (df['Income'] >= 7.0) & (df['Mortgage'] >= 476.0),7.0,5.0,58.333333333333336
23188,3.0,(df['CCAvg'] >= 6.0) & (df['Income'] >= 62.0) & (df['Mortgage'] >= -2.0),84.0,183.0,31.46067415730337
23189,3.0,(df['CCAvg'] >= 6.0) & (df['Income'] >= 62.0) & (df['Mortgage'] >= 159.0),24.0,34.0,41.37931034482759
23190,3.0,(df['CCAvg'] >= 6.0) & (df['Income'] >= 62.0) & (df['Mortgage'] >= 318.0),18.0,16.0,52.94117647058824
23191,3.0,(df['CCAvg'] >= 6.0) & (df['Income'] >= 62.0) & (df['Mortgage'] >= 476.0),7.0,5.0,58.333333333333336
23192,3.0,(df['CCAvg'] >= 6.0) & (df['Income'] >= 116.0) & (df['Mortgage'] >= -2.0),84.0,171.0,32.94117647058823
23193,3.0,(df['CCAvg'] >= 6.0) & (df['Income'] >= 116.0) & (df['Mortgage'] >= 159.0),24.0,31.0,43.63636363636363
23194,3.0,(df['CCAvg'] >= 6.0) & (df['Income'] >= 116.0) & (df['Mortgage'] >= 318.0),18.0,14.0,56.25
23195,3.0,(df['CCAvg'] >= 6.0) & (df['Income'] >= 116.0) & (df['Mortgage'] >= 476.0),7.0,5.0,58.333333333333336
23196,3.0,(df['CCAvg'] >= 6.0) & (df['Income'] >= 170.0) & (df['Mortgage'] >= -2.0),42.0,57.0,42.42424242424242
23197,3.0,(df['CCAvg'] >= 6.0) & (df['Income'] >= 170.0) & (df['Mortgage'] >= 159.0),13.0,10.0,56.52173913043478
23198,3.0,(df['CCAvg'] >= 6.0) & (df['Income'] >= 170.0) & (df['Mortgage'] >= 318.0),12.0,5.0,70.58823529411765
23199,3.0,(df['CCAvg'] >= 6.0) & (df['Income'] >= 170.0) & (df['Mortgage'] >= 476.0),5.0,3.0,62.5
23200,3.0,(df['CCAvg'] >= 7.0) & (df['Income'] >= 7.0) & (df['Mortgage'] >= -2.0),38.0,97.0,28.14814814814815
23201,3.0,(df['CCAvg'] >= 7.0) & (df['Income'] >= 7.0) & (df['Mortgage'] >= 159.0),13.0,20.0,39.39393939393939
23202,3.0,(df['CCAvg'] >= 7.0) & (df['Income'] >= 7.0) & (df['Mortgage'] >= 318.0),11.0,10.0,52.38095238095239
23203,3.0,(df['CCAvg'] >= 7.0) & (df['Income'] >= 7.0) & (df['Mortgage'] >= 476.0),5.0,3.0,62.5
23204,3.0,(df['CCAvg'] >= 7.0) & (df['Income'] >= 62.0) & (df['Mortgage'] >= -2.0),38.0,97.0,28.14814814814815
23205,3.0,(df['CCAvg'] >= 7.0) & (df['Income'] >= 62.0) & (df['Mortgage'] >= 159.0),13.0,20.0,39.39393939393939
23206,3.0,(df['CCAvg'] >= 7.0) & (df['Income'] >= 62.0) & (df['Mortgage'] >= 318.0),11.0,10.0,52.38095238095239
23207,3.0,(df['CCAvg'] >= 7.0) & (df['Income'] >= 62.0) & (df['Mortgage'] >= 476.0),5.0,3.0,62.5
23208,3.0,(df['CCAvg'] >= 7.0) & (df['Income'] >= 116.0) & (df['Mortgage'] >= -2.0),38.0,95.0,28.57142857142857
23209,3.0,(df['CCAvg'] >= 7.0) & (df['Income'] >= 116.0) & (df['Mortgage'] >= 159.0),13.0,19.0,40.625
23210,3.0,(df['CCAvg'] >= 7.0) & (df['Income'] >= 116.0) & (df['Mortgage'] >= 318.0),11.0,9.0,55.00000000000001
23211,3.0,(df['CCAvg'] >= 7.0) & (df['Income'] >= 116.0) & (df['Mortgage'] >= 476.0),5.0,3.0,62.5
23212,3.0,(df['CCAvg'] >= 7.0) & (df['Income'] >= 170.0) & (df['Mortgage'] >= -2.0),24.0,26.0,48.0
23213,3.0,(df['CCAvg'] >= 7.0) & (df['Income'] >= 170.0) & (df['Mortgage'] >= 159.0),9.0,6.0,60.0
23214,3.0,(df['CCAvg'] >= 7.0) & (df['Income'] >= 170.0) & (df['Mortgage'] >= 318.0),8.0,3.0,72.72727272727273
23215,3.0,(df['CCAvg'] >= 7.0) & (df['Income'] >= 170.0) & (df['Mortgage'] >= 476.0),4.0,1.0,80.0
23216,3.0,(df['CCAvg'] >= 8.0) & (df['Income'] >= 7.0) & (df['Mortgage'] >= -2.0),17.0,34.0,33.33333333333333
23217,3.0,(df['CCAvg'] >= 8.0) & (df['Income'] >= 7.0) & (df['Mortgage'] >= 159.0),4.0,6.0,40.0
23218,3.0,(df['CCAvg'] >= 8.0) & (df['Income'] >= 7.0) & (df['Mortgage'] >= 318.0),3.0,4.0,42.857142857142854
23219,3.0,(df['CCAvg'] >= 8.0) & (df['Income'] >= 7.0) & (df['Mortgage'] >= 476.0),2.0,1.0,66.66666666666666
23220,3.0,(df['CCAvg'] >= 8.0) & (df['Income'] >= 62.0) & (df['Mortgage'] >= -2.0),17.0,34.0,33.33333333333333
23221,3.0,(df['CCAvg'] >= 8.0) & (df['Income'] >= 62.0) & (df['Mortgage'] >= 159.0),4.0,6.0,40.0
23222,3.0,(df['CCAvg'] >= 8.0) & (df['Income'] >= 62.0) & (df['Mortgage'] >= 318.0),3.0,4.0,42.857142857142854
23223,3.0,(df['CCAvg'] >= 8.0) & (df['Income'] >= 62.0) & (df['Mortgage'] >= 476.0),2.0,1.0,66.66666666666666
23224,3.0,(df['CCAvg'] >= 8.0) & (df['Income'] >= 116.0) & (df['Mortgage'] >= -2.0),17.0,34.0,33.33333333333333
23225,3.0,(df['CCAvg'] >= 8.0) & (df['Income'] >= 116.0) & (df['Mortgage'] >= 159.0),4.0,6.0,40.0
23226,3.0,(df['CCAvg'] >= 8.0) & (df['Income'] >= 116.0) & (df['Mortgage'] >= 318.0),3.0,4.0,42.857142857142854
23227,3.0,(df['CCAvg'] >= 8.0) & (df['Income'] >= 116.0) & (df['Mortgage'] >= 476.0),2.0,1.0,66.66666666666666
23228,3.0,(df['CCAvg'] >= 8.0) & (df['Income'] >= 170.0) & (df['Mortgage'] >= -2.0),15.0,21.0,41.66666666666667
23229,3.0,(df['CCAvg'] >= 8.0) & (df['Income'] >= 170.0) & (df['Mortgage'] >= 159.0),4.0,4.0,50.0
23230,3.0,(df['CCAvg'] >= 8.0) & (df['Income'] >= 170.0) & (df['Mortgage'] >= 318.0),3.0,2.0,60.0
23231,3.0,(df['CCAvg'] >= 8.0) & (df['Income'] >= 170.0) & (df['Mortgage'] >= 476.0),2.0,0.0,100.0
23232,3.0,(df['CCAvg'] >= 9.0) & (df['Income'] >= 7.0) & (df['Mortgage'] >= -2.0),6.0,0.0,100.0
23233,3.0,(df['CCAvg'] >= 9.0) & (df['Income'] >= 7.0) & (df['Mortgage'] >= 159.0),1.0,0.0,100.0
23234,3.0,(df['CCAvg'] >= 9.0) & (df['Income'] >= 62.0) & (df['Mortgage'] >= -2.0),6.0,0.0,100.0
23235,3.0,(df['CCAvg'] >= 9.0) & (df['Income'] >= 62.0) & (df['Mortgage'] >= 159.0),1.0,0.0,100.0
23236,3.0,(df['CCAvg'] >= 9.0) & (df['Income'] >= 116.0) & (df['Mortgage'] >= -2.0),6.0,0.0,100.0
23237,3.0,(df['CCAvg'] >= 9.0) & (df['Income'] >= 116.0) & (df['Mortgage'] >= 159.0),1.0,0.0,100.0
23238,3.0,(df['CCAvg'] >= 9.0) & (df['Income'] >= 170.0) & (df['Mortgage'] >= -2.0),6.0,0.0,100.0
23239,3.0,(df['CCAvg'] >= 9.0) & (df['Income'] >= 170.0) & (df['Mortgage'] >= 159.0),1.0,0.0,100.0
23240,3.0,(df['Age'] >= 22.0) & (df['Experience'] >= 0.0) & (df['Income'] >= 7.0),480.0,4520.0,9.6
23241,3.0,(df['Age'] >= 22.0) & (df['Experience'] >= 0.0) & (df['Income'] >= 62.0),479.0,2132.0,18.345461509000383
23242,3.0,(df['Age'] >= 22.0) & (df['Experience'] >= 0.0) & (df['Income'] >= 116.0),381.0,541.0,41.3232104121475
23243,3.0,(df['Age'] >= 22.0) & (df['Experience'] >= 0.0) & (df['Income'] >= 170.0),139.0,122.0,53.25670498084292
23244,3.0,(df['Age'] >= 22.0) & (df['Experience'] >= 5.0) & (df['Income'] >= 7.0),430.0,4103.0,9.485991617030665
23245,3.0,(df['Age'] >= 22.0) & (df['Experience'] >= 5.0) & (df['Income'] >= 62.0),430.0,1931.0,18.212621770436254
23246,3.0,(df['Age'] >= 22.0) & (df['Experience'] >= 5.0) & (df['Income'] >= 116.0),342.0,487.0,41.25452352231604
23247,3.0,(df['Age'] >= 22.0) & (df['Experience'] >= 5.0) & (df['Income'] >= 170.0),122.0,109.0,52.81385281385281
23248,3.0,(df['Age'] >= 22.0) & (df['Experience'] >= 10.0) & (df['Income'] >= 7.0),354.0,3527.0,9.121360474104613
23249,3.0,(df['Age'] >= 22.0) & (df['Experience'] >= 10.0) & (df['Income'] >= 62.0),354.0,1663.0,17.550818046603865
23250,3.0,(df['Age'] >= 22.0) & (df['Experience'] >= 10.0) & (df['Income'] >= 116.0),280.0,416.0,40.229885057471265
23251,3.0,(df['Age'] >= 22.0) & (df['Experience'] >= 10.0) & (df['Income'] >= 170.0),99.0,88.0,52.94117647058824
23252,3.0,(df['Age'] >= 22.0) & (df['Experience'] >= 14.0) & (df['Income'] >= 7.0),307.0,3121.0,8.95565927654609
23253,3.0,(df['Age'] >= 22.0) & (df['Experience'] >= 14.0) & (df['Income'] >= 62.0),307.0,1466.0,17.315284827975184
23254,3.0,(df['Age'] >= 22.0) & (df['Experience'] >= 14.0) & (df['Income'] >= 116.0),241.0,368.0,39.57307060755337
23255,3.0,(df['Age'] >= 22.0) & (df['Experience'] >= 14.0) & (df['Income'] >= 170.0),85.0,69.0,55.1948051948052
23256,3.0,(df['Age'] >= 22.0) & (df['Experience'] >= 19.0) & (df['Income'] >= 7.0),260.0,2533.0,9.308986752595775
23257,3.0,(df['Age'] >= 22.0) & (df['Experience'] >= 19.0) & (df['Income'] >= 62.0),260.0,1159.0,18.32276250880902
23258,3.0,(df['Age'] >= 22.0) & (df['Experience'] >= 19.0) & (df['Income'] >= 116.0),203.0,297.0,40.6
23259,3.0,(df['Age'] >= 22.0) & (df['Experience'] >= 19.0) & (df['Income'] >= 170.0),73.0,60.0,54.88721804511278
23260,3.0,(df['Age'] >= 22.0) & (df['Experience'] >= 24.0) & (df['Income'] >= 7.0),192.0,1885.0,9.244102070293692
23261,3.0,(df['Age'] >= 22.0) & (df['Experience'] >= 24.0) & (df['Income'] >= 62.0),192.0,803.0,19.2964824120603
23262,3.0,(df['Age'] >= 22.0) & (df['Experience'] >= 24.0) & (df['Income'] >= 116.0),152.0,184.0,45.23809523809524
23263,3.0,(df['Age'] >= 22.0) & (df['Experience'] >= 24.0) & (df['Income'] >= 170.0),55.0,35.0,61.111111111111114
23264,3.0,(df['Age'] >= 22.0) & (df['Experience'] >= 29.0) & (df['Income'] >= 7.0),135.0,1272.0,9.594882729211088
23265,3.0,(df['Age'] >= 22.0) & (df['Experience'] >= 29.0) & (df['Income'] >= 62.0),135.0,529.0,20.33132530120482
23266,3.0,(df['Age'] >= 22.0) & (df['Experience'] >= 29.0) & (df['Income'] >= 116.0),108.0,123.0,46.75324675324675
23267,3.0,(df['Age'] >= 22.0) & (df['Experience'] >= 29.0) & (df['Income'] >= 170.0),32.0,12.0,72.72727272727273
23268,3.0,(df['Age'] >= 22.0) & (df['Experience'] >= 33.0) & (df['Income'] >= 7.0),84.0,815.0,9.343715239154617
23269,3.0,(df['Age'] >= 22.0) & (df['Experience'] >= 33.0) & (df['Income'] >= 62.0),84.0,341.0,19.76470588235294
23270,3.0,(df['Age'] >= 22.0) & (df['Experience'] >= 33.0) & (df['Income'] >= 116.0),67.0,91.0,42.405063291139236
23271,3.0,(df['Age'] >= 22.0) & (df['Experience'] >= 33.0) & (df['Income'] >= 170.0),24.0,5.0,82.75862068965517
23272,3.0,(df['Age'] >= 22.0) & (df['Experience'] >= 38.0) & (df['Income'] >= 7.0),29.0,255.0,10.211267605633804
23273,3.0,(df['Age'] >= 22.0) & (df['Experience'] >= 38.0) & (df['Income'] >= 62.0),29.0,123.0,19.078947368421055
23274,3.0,(df['Age'] >= 22.0) & (df['Experience'] >= 38.0) & (df['Income'] >= 116.0),22.0,33.0,40.0
23275,3.0,(df['Age'] >= 22.0) & (df['Experience'] >= 38.0) & (df['Income'] >= 170.0),9.0,2.0,81.81818181818183
23276,3.0,(df['Age'] >= 27.0) & (df['Experience'] >= 0.0) & (df['Income'] >= 7.0),467.0,4362.0,9.670739283495548
23277,3.0,(df['Age'] >= 27.0) & (df['Experience'] >= 0.0) & (df['Income'] >= 62.0),467.0,2054.0,18.52439508131694
23278,3.0,(df['Age'] >= 27.0) & (df['Experience'] >= 0.0) & (df['Income'] >= 116.0),370.0,518.0,41.66666666666667
23279,3.0,(df['Age'] >= 27.0) & (df['Experience'] >= 0.0) & (df['Income'] >= 170.0),132.0,119.0,52.589641434262944
23280,3.0,(df['Age'] >= 27.0) & (df['Experience'] >= 5.0) & (df['Income'] >= 7.0),430.0,4055.0,9.587513935340022
23281,3.0,(df['Age'] >= 27.0) & (df['Experience'] >= 5.0) & (df['Income'] >= 62.0),430.0,1906.0,18.40753424657534
23282,3.0,(df['Age'] >= 27.0) & (df['Experience'] >= 5.0) & (df['Income'] >= 116.0),342.0,480.0,41.605839416058394
23283,3.0,(df['Age'] >= 27.0) & (df['Experience'] >= 5.0) & (df['Income'] >= 170.0),122.0,109.0,52.81385281385281
23284,3.0,(df['Age'] >= 27.0) & (df['Experience'] >= 10.0) & (df['Income'] >= 7.0),354.0,3479.0,9.235585703104618
23285,3.0,(df['Age'] >= 27.0) & (df['Experience'] >= 10.0) & (df['Income'] >= 62.0),354.0,1638.0,17.771084337349397
23286,3.0,(df['Age'] >= 27.0) & (df['Experience'] >= 10.0) & (df['Income'] >= 116.0),280.0,409.0,40.638606676342526
23287,3.0,(df['Age'] >= 27.0) & (df['Experience'] >= 10.0) & (df['Income'] >= 170.0),99.0,88.0,52.94117647058824
23288,3.0,(df['Age'] >= 27.0) & (df['Experience'] >= 14.0) & (df['Income'] >= 7.0),307.0,3073.0,9.08284023668639
23289,3.0,(df['Age'] >= 27.0) & (df['Experience'] >= 14.0) & (df['Income'] >= 62.0),307.0,1441.0,17.562929061784896
23290,3.0,(df['Age'] >= 27.0) & (df['Experience'] >= 14.0) & (df['Income'] >= 116.0),241.0,361.0,40.033222591362126
23291,3.0,(df['Age'] >= 27.0) & (df['Experience'] >= 14.0) & (df['Income'] >= 170.0),85.0,69.0,55.1948051948052
23292,3.0,(df['Age'] >= 27.0) & (df['Experience'] >= 19.0) & (df['Income'] >= 7.0),260.0,2485.0,9.47176684881603
